Date,District,Year,Month,DayOfWeek,Rape_Time,Kidnapping and Abduction_Time,Dowry Deaths_Time,Assault on women with intent to outrage her modesty_Time,Insult to modesty of Women_Time,Cruelty by Husband or his Relatives_Time,Importation of Girls_Time,Attempt to commit Rape_Time,Literacy_Rate,Unemployment_Rate,Avg_Income,Police_Stations,Hospitals,Schools,Area,Rape,Kidnapping and Abduction,Dowry Deaths,Assault on women with intent to outrage her modesty,Insult to modesty of Women,Cruelty by Husband or his Relatives,Importation of Girls,Attempt to commit Rape,SafetyScore
2004-08-20,South East,2004,8,4,23.0,21,16.0,19,19.0,22.0,,20.0,88.2,4.7,420000,9,6,270.0,192.0,127,289,11,164,85,216,0,0,3.693362995921394
2004-04-12,South East,2004,4,0,21.0,21,23.0,21,13.0,22.0,,5.0,88.2,4.7,420000,9,6,270.0,192.0,239,448,6,588,214,414,0,4,2.1790878754171303
2019-06-30,South East,2019,6,6,22.0,22,21.0,2,12.0,19.0,,23.0,88.2,4.7,420000,9,6,270.0,192.0,239,448,6,588,214,414,0,4,2.1790878754171303
2024-11-02,South East,2024,11,5,2.0,18,12.0,23,20.0,19.0,,20.0,88.2,4.7,420000,9,6,270.0,192.0,172,308,12,101,112,218,0,0,3.6473859844271415
2021-10-06,South East,2021,10,2,5.0,23,23.0,22,14.0,20.0,,21.0,88.2,4.7,420000,9,6,270.0,192.0,239,448,6,588,214,414,0,4,2.1790878754171303
2016-01-12,South East,2016,1,1,23.0,22,14.0,22,9.0,19.0,,22.0,88.2,4.7,420000,9,6,270.0,192.0,239,448,6,588,214,414,0,4,2.1790878754171303
2006-05-30,South East,2006,5,1,22.0,18,15.0,2,21.0,21.0,,4.0,88.2,4.7,420000,9,6,270.0,192.0,239,448,6,588,214,414,0,4,2.1790878754171303
2012-12-04,South East,2012,12,1,4.0,22,23.0,23,15.0,22.0,,20.0,88.2,4.7,420000,9,6,270.0,192.0,122,331,11,282,28,222,0,0,3.5391175380051907
2008-06-19,South East,2008,6,3,20.0,23,9.0,0,18.0,20.0,,23.0,88.2,4.7,420000,9,6,270.0,192.0,239,448,6,588,214,414,0,4,2.1790878754171303
2008-12-24,South East,2008,12,2,2.0,22,17.0,18,11.0,22.0,,20.0,88.2,4.7,420000,9,6,270.0,192.0,182,302,12,306,114,232,0,0,3.313681868743048
2004-03-26,South East,2004,3,4,2.0,19,10.0,19,16.0,21.0,,22.0,88.2,4.7,420000,9,6,270.0,192.0,239,448,6,588,214,414,0,4,2.1790878754171303
2017-09-26,South East,2017,9,1,22.0,19,21.0,0,13.0,23.0,,20.0,88.2,4.7,420000,9,6,270.0,192.0,239,448,6,588,214,414,0,4,2.1790878754171303
2022-03-28,South East,2022,3,0,22.0,23,7.0,0,9.0,20.0,,20.0,88.2,4.7,420000,9,6,270.0,192.0,125,127,13,337,65,235,0,0,3.67853170189099
2014-03-08,South East,2014,3,5,2.0,20,16.0,1,15.0,21.0,,2.0,88.2,4.7,420000,9,6,270.0,192.0,239,448,6,588,214,414,0,4,2.1790878754171303
2017-01-03,South East,2017,1,1,23.0,21,14.0,23,10.0,22.0,,4.0,88.2,4.7,420000,9,6,270.0,192.0,239,448,6,588,214,414,0,4,2.1790878754171303
2007-10-27,South East,2007,10,5,20.0,21,17.0,19,19.0,20.0,,23.0,88.2,4.7,420000,9,6,270.0,192.0,239,448,6,588,214,414,0,4,2.1790878754171303
2021-06-01,South East,2021,6,1,0.0,20,7.0,1,18.0,19.0,,20.0,88.2,4.7,420000,9,6,270.0,192.0,136,290,12,217,117,222,0,0,3.542083796811272
2004-02-08,South East,2004,2,6,4.0,22,17.0,21,17.0,22.0,,23.0,88.2,4.7,420000,9,6,270.0,192.0,239,448,6,588,214,414,0,4,2.1790878754171303
2021-10-18,South East,2021,10,0,21.0,23,18.0,20,21.0,21.0,,20.0,88.2,4.7,420000,9,6,270.0,192.0,193,357,13,215,129,232,0,0,3.3270300333704115
2007-03-18,South East,2007,3,6,22.0,20,12.0,23,9.0,22.0,,20.0,88.2,4.7,420000,9,6,270.0,192.0,116,338,12,179,102,244,0,0,3.546533185020393
2009-02-20,South East,2009,2,4,23.0,18,18.0,2,15.0,21.0,,5.0,88.2,4.7,420000,9,6,270.0,192.0,239,448,6,588,214,414,0,4,2.1790878754171303
2017-08-13,South East,2017,8,6,23.0,18,22.0,21,17.0,21.0,,20.0,88.2,4.7,420000,9,6,270.0,192.0,149,379,13,354,115,223,0,0,3.1876158694846124
2023-10-01,South East,2023,10,6,21.0,22,7.0,1,15.0,21.0,,20.0,88.2,4.7,420000,9,6,270.0,192.0,137,307,13,175,56,232,0,0,3.6518353726362625
2007-06-05,South East,2007,6,1,3.0,23,19.0,2,16.0,18.0,,22.0,88.2,4.7,420000,9,6,270.0,192.0,239,448,6,588,214,414,0,4,2.1790878754171303
2017-12-17,South East,2017,12,6,23.0,19,9.0,1,16.0,18.0,,20.0,88.2,4.7,420000,9,6,270.0,192.0,239,448,6,588,214,414,0,4,2.1790878754171303
2011-01-23,South East,2011,1,6,4.0,21,22.0,1,13.0,19.0,,21.0,88.2,4.7,420000,9,6,270.0,192.0,239,448,6,588,214,414,0,4,2.1790878754171303
2020-05-04,South East,2020,5,0,23.0,18,21.0,18,20.0,19.0,,20.0,88.2,4.7,420000,9,6,270.0,192.0,195,337,11,188,36,217,0,0,3.556915090841676
2015-03-26,South East,2015,3,3,1.0,23,19.0,1,12.0,21.0,,3.0,88.2,4.7,420000,9,6,270.0,192.0,239,448,6,588,214,414,0,4,2.1790878754171303
2017-07-31,South East,2017,7,0,21.0,18,23.0,0,19.0,23.0,,22.0,88.2,4.7,420000,9,6,270.0,192.0,239,448,6,588,214,414,0,4,2.1790878754171303
2019-05-16,South East,2019,5,3,3.0,22,17.0,19,19.0,20.0,,20.0,88.2,4.7,420000,9,6,270.0,192.0,77,319,13,336,10,220,0,0,3.5702632554690394
2014-06-26,South East,2014,6,3,22.0,18,6.0,1,18.0,20.0,,21.0,88.2,4.7,420000,9,6,270.0,192.0,239,448,6,588,214,414,0,4,2.1790878754171303
2013-01-06,South East,2013,1,6,0.0,18,11.0,2,18.0,22.0,,2.0,88.2,4.7,420000,9,6,270.0,192.0,239,448,6,588,214,414,0,4,2.1790878754171303
2010-06-01,South East,2010,6,1,21.0,22,10.0,20,19.0,19.0,,20.0,88.2,4.7,420000,9,6,270.0,192.0,114,213,13,334,103,216,0,0,3.543566926214312
2023-12-22,South East,2023,12,4,20.0,18,14.0,0,11.0,18.0,,20.0,88.2,4.7,420000,9,6,270.0,192.0,141,141,13,344,104,241,0,0,3.556915090841676
2021-11-28,South East,2021,11,6,20.0,19,20.0,19,10.0,21.0,,2.0,88.2,4.7,420000,9,6,270.0,192.0,239,448,6,588,214,414,0,4,2.1790878754171303
2011-07-05,South East,2011,7,1,0.0,20,7.0,22,21.0,19.0,,23.0,88.2,4.7,420000,9,6,270.0,192.0,239,448,6,588,214,414,0,4,2.1790878754171303
2018-01-02,South East,2018,1,1,20.0,23,16.0,23,16.0,23.0,,20.0,88.2,4.7,420000,9,6,270.0,192.0,179,380,11,295,105,212,0,0,3.263255469039674
2017-11-02,South East,2017,11,3,22.0,21,11.0,18,12.0,23.0,,20.0,88.2,4.7,420000,9,6,270.0,192.0,118,396,12,166,86,218,0,0,3.5391175380051907
2008-03-15,South East,2008,3,5,22.0,20,12.0,19,16.0,19.0,,20.0,88.2,4.7,420000,9,6,270.0,192.0,182,337,11,134,68,246,0,0,3.5658138672599184
2007-01-09,South East,2007,1,1,5.0,20,11.0,20,9.0,19.0,,23.0,88.2,4.7,420000,9,6,270.0,192.0,239,448,6,588,214,414,0,4,2.1790878754171303
2014-12-12,South East,2014,12,4,20.0,23,20.0,0,10.0,20.0,,22.0,88.2,4.7,420000,9,6,270.0,192.0,239,448,6,588,214,414,0,4,2.1790878754171303
2008-05-07,South East,2008,5,2,22.0,23,11.0,2,11.0,20.0,,2.0,88.2,4.7,420000,9,6,270.0,192.0,239,448,6,588,214,414,0,4,2.1790878754171303
2009-07-24,South East,2009,7,4,0.0,20,21.0,22,18.0,20.0,,3.0,88.2,4.7,420000,9,6,270.0,192.0,239,448,6,588,214,414,0,4,2.1790878754171303
2013-11-10,South East,2013,11,6,2.0,22,16.0,0,10.0,19.0,,20.0,88.2,4.7,420000,9,6,270.0,192.0,168,132,11,194,30,226,0,0,3.8876529477196886
2018-09-16,South East,2018,9,6,5.0,20,21.0,22,19.0,21.0,,20.0,88.2,4.7,420000,9,6,270.0,192.0,180,185,11,133,54,244,0,0,3.8194289951798295
2021-03-14,South East,2021,3,6,3.0,20,12.0,19,19.0,22.0,,3.0,88.2,4.7,420000,9,6,270.0,192.0,239,448,6,588,214,414,0,4,2.1790878754171303
2010-12-22,South East,2010,12,2,20.0,23,23.0,1,15.0,23.0,,20.0,88.2,4.7,420000,9,6,270.0,192.0,183,214,13,336,122,213,0,0,3.413051538746756
2005-01-09,South East,2005,1,6,2.0,18,10.0,0,21.0,19.0,,20.0,88.2,4.7,420000,9,6,270.0,192.0,239,448,6,588,214,414,0,4,2.1790878754171303
2016-05-01,South East,2016,5,6,2.0,22,8.0,19,16.0,23.0,,20.0,88.2,4.7,420000,9,6,270.0,192.0,115,307,11,239,64,212,0,0,3.610307749351131
2014-03-30,South East,2014,3,6,4.0,19,10.0,18,10.0,20.0,,20.0,88.2,4.7,420000,9,6,270.0,192.0,157,154,12,163,19,246,0,0,3.9024842417500927
2006-08-11,South East,2006,8,4,4.0,20,11.0,19,16.0,22.0,,23.0,88.2,4.7,420000,9,6,270.0,192.0,239,448,6,588,214,414,0,4,2.1790878754171303
2023-08-28,South East,2023,8,0,4.0,23,22.0,19,20.0,21.0,,20.0,88.2,4.7,420000,9,6,270.0,192.0,164,198,11,96,43,239,0,0,3.9024842417500927
2009-01-20,South East,2009,1,1,1.0,22,15.0,2,11.0,22.0,,4.0,88.2,4.7,420000,9,6,270.0,192.0,239,448,6,588,214,414,0,4,2.1790878754171303
2019-04-16,South East,2019,4,1,5.0,21,19.0,21,12.0,21.0,,20.0,88.2,4.7,420000,9,6,270.0,192.0,124,331,13,170,114,216,0,0,3.5806451612903225
2004-06-12,South East,2004,6,5,20.0,19,18.0,1,11.0,19.0,,20.0,88.2,4.7,420000,9,6,270.0,192.0,189,339,11,359,54,229,0,0,3.2647385984427144
2022-11-11,South East,2022,11,4,23.0,23,12.0,0,21.0,22.0,,2.0,88.2,4.7,420000,9,6,270.0,192.0,239,448,6,588,214,414,0,4,2.1790878754171303
2013-03-23,South East,2013,3,5,0.0,19,19.0,18,9.0,19.0,,20.0,88.2,4.7,420000,9,6,270.0,192.0,239,448,6,588,214,414,0,4,2.1790878754171303
2019-05-24,South East,2019,5,4,2.0,18,7.0,23,15.0,19.0,,20.0,88.2,4.7,420000,9,6,270.0,192.0,108,281,12,316,89,240,0,0,3.46496106785317
2025-01-05,South East,2025,1,6,22.0,21,16.0,23,16.0,22.0,,22.0,88.2,4.7,420000,9,6,270.0,192.0,239,448,6,588,214,414,0,4,2.1790878754171303
2004-10-31,South East,2004,10,6,3.0,21,20.0,2,16.0,23.0,,20.0,88.2,4.7,420000,9,6,270.0,192.0,145,253,13,214,15,213,0,0,3.7512050426399703
2011-04-08,South East,2011,4,4,5.0,23,12.0,1,10.0,23.0,,0.0,88.2,4.7,420000,9,6,270.0,192.0,239,448,6,588,214,414,0,4,2.1790878754171303
2016-05-28,South East,2016,5,5,21.0,23,19.0,1,21.0,22.0,,20.0,88.2,4.7,420000,9,6,270.0,192.0,143,355,13,264,27,231,0,0,3.4842417500926954
2020-11-12,South East,2020,11,3,3.0,20,13.0,0,13.0,19.0,,20.0,88.2,4.7,420000,9,6,270.0,192.0,134,392,11,163,20,227,0,0,3.6117908787541713
2004-12-29,South East,2004,12,2,23.0,20,16.0,20,11.0,18.0,,20.0,88.2,4.7,420000,9,6,270.0,192.0,67,257,13,265,55,235,0,0,3.693362995921394
2015-12-28,South East,2015,12,0,23.0,21,7.0,19,17.0,19.0,,1.0,88.2,4.7,420000,9,6,270.0,192.0,239,448,6,588,214,414,0,4,2.1790878754171303
2021-04-09,South East,2021,4,4,3.0,21,11.0,2,10.0,20.0,,20.0,88.2,4.7,420000,9,6,270.0,192.0,152,253,12,122,132,231,0,0,3.67853170189099
2017-01-30,South East,2017,1,0,5.0,23,9.0,0,12.0,20.0,,21.0,88.2,4.7,420000,9,6,270.0,192.0,239,448,6,588,214,414,0,4,2.1790878754171303
2015-07-22,South East,2015,7,2,5.0,21,18.0,1,10.0,23.0,,23.0,88.2,4.7,420000,9,6,270.0,192.0,239,448,6,588,214,414,0,4,2.1790878754171303
2008-05-31,South East,2008,5,5,4.0,22,9.0,22,9.0,18.0,,20.0,88.2,4.7,420000,9,6,270.0,192.0,198,148,11,91,66,212,0,0,3.939562476826103
2008-02-28,South East,2008,2,3,20.0,19,20.0,22,17.0,19.0,,4.0,88.2,4.7,420000,9,6,270.0,192.0,239,448,6,588,214,414,0,4,2.1790878754171303
2019-12-02,South East,2019,12,0,0.0,21,16.0,22,19.0,20.0,,20.0,88.2,4.7,420000,9,6,270.0,192.0,85,230,11,104,27,225,0,0,4.004820170559881
2020-10-16,South East,2020,10,4,22.0,18,9.0,2,18.0,21.0,,1.0,88.2,4.7,420000,9,6,270.0,192.0,239,448,6,588,214,414,0,4,2.1790878754171303
2018-08-17,South East,2018,8,4,23.0,22,11.0,21,16.0,21.0,,20.0,88.2,4.7,420000,9,6,270.0,192.0,210,229,12,261,47,226,0,0,3.555431961438636
2011-12-02,South East,2011,12,4,22.0,21,22.0,1,11.0,21.0,,20.0,88.2,4.7,420000,9,6,270.0,192.0,75,320,12,247,53,235,0,0,3.619206525769373
2006-08-21,South East,2006,8,0,5.0,22,10.0,20,19.0,18.0,,20.0,88.2,4.7,420000,9,6,270.0,192.0,81,319,12,85,6,231,0,0,3.92769744160178
2007-05-03,South East,2007,5,3,20.0,18,16.0,19,20.0,19.0,,21.0,88.2,4.7,420000,9,6,270.0,192.0,239,448,6,588,214,414,0,4,2.1790878754171303
2016-07-05,South East,2016,7,1,2.0,19,15.0,2,18.0,22.0,,20.0,88.2,4.7,420000,9,6,270.0,192.0,161,157,13,128,130,231,0,0,3.800148312940304
2017-06-19,South East,2017,6,0,1.0,20,21.0,2,16.0,20.0,,20.0,88.2,4.7,420000,9,6,270.0,192.0,148,248,11,350,54,220,0,0,3.4872080088987767
2006-03-03,South East,2006,3,4,4.0,22,14.0,2,13.0,18.0,,20.0,88.2,4.7,420000,9,6,270.0,192.0,172,274,13,153,60,233,0,0,3.6740823136818688
2009-07-01,South East,2009,7,2,1.0,22,17.0,1,10.0,20.0,,21.0,88.2,4.7,420000,9,6,270.0,192.0,239,448,6,588,214,414,0,4,2.1790878754171303
2012-05-23,South East,2012,5,2,20.0,18,17.0,21,10.0,19.0,,5.0,88.2,4.7,420000,9,6,270.0,192.0,239,448,6,588,214,414,0,4,2.1790878754171303
2006-09-29,South East,2006,9,4,23.0,20,17.0,2,16.0,18.0,,20.0,88.2,4.7,420000,9,6,270.0,192.0,77,309,11,254,117,236,0,0,3.5272525027808674
2011-05-21,IGI Airport,2011,5,5,1.0,21,14.0,1,11.0,21.0,,20.0,85.0,3.5,500000,2,1,0.0,5.0,1,2,0,11,6,0,0,0,4.986651835372636
2010-06-19,IGI Airport,2010,6,5,22.0,18,14.0,2,20.0,21.0,,20.0,85.0,3.5,500000,2,1,0.0,5.0,1,2,0,11,6,0,0,0,4.986651835372636
2022-07-23,IGI Airport,2022,7,5,3.0,21,14.0,0,15.0,22.0,,20.0,85.0,3.5,500000,2,1,0.0,5.0,1,2,0,7,0,1,0,0,5.0
2004-11-14,IGI Airport,2004,11,6,22.0,21,14.0,19,17.0,21.0,,20.0,85.0,3.5,500000,2,1,0.0,5.0,1,2,0,11,6,0,0,0,4.986651835372636
2017-05-06,IGI Airport,2017,5,5,20.0,20,14.0,20,18.0,21.0,,20.0,85.0,3.5,500000,2,1,0.0,5.0,1,2,0,11,6,0,0,0,4.986651835372636
2008-08-15,IGI Airport,2008,8,4,5.0,22,14.0,23,9.0,21.0,,20.0,85.0,3.5,500000,2,1,0.0,5.0,1,2,0,11,6,0,0,0,4.986651835372636
2012-08-22,IGI Airport,2012,8,2,20.0,19,14.0,18,12.0,21.0,,20.0,85.0,3.5,500000,2,1,0.0,5.0,0,1,0,9,5,0,0,0,4.994067482387838
2024-05-03,IGI Airport,2024,5,4,4.0,21,14.0,21,11.0,21.0,,20.0,85.0,3.5,500000,2,1,0.0,5.0,1,2,0,11,6,0,0,0,4.986651835372636
2009-10-08,IGI Airport,2009,10,3,20.0,21,14.0,19,21.0,21.0,,20.0,85.0,3.5,500000,2,1,0.0,5.0,1,2,0,11,6,0,0,0,4.986651835372636
2011-05-30,IGI Airport,2011,5,0,21.0,18,14.0,19,15.0,20.0,,20.0,85.0,3.5,500000,2,1,0.0,5.0,1,2,0,7,0,1,0,0,5.0
2007-01-20,IGI Airport,2007,1,5,1.0,18,14.0,1,12.0,21.0,,20.0,85.0,3.5,500000,2,1,0.0,5.0,1,2,0,11,6,0,0,0,4.986651835372636
2005-04-27,IGI Airport,2005,4,2,21.0,20,14.0,0,15.0,18.0,,20.0,85.0,3.5,500000,2,1,0.0,5.0,1,2,0,7,0,1,0,0,5.0
2017-04-28,IGI Airport,2017,4,4,3.0,21,14.0,23,14.0,21.0,,20.0,85.0,3.5,500000,2,1,0.0,5.0,1,2,0,11,6,0,0,0,4.986651835372636
2024-06-29,IGI Airport,2024,6,5,20.0,19,14.0,0,17.0,21.0,,20.0,85.0,3.5,500000,2,1,0.0,5.0,0,1,0,9,5,0,0,0,4.994067482387838
2023-11-23,IGI Airport,2023,11,3,20.0,23,14.0,18,17.0,21.0,,20.0,85.0,3.5,500000,2,1,0.0,5.0,0,1,0,9,5,0,0,0,4.994067482387838
2011-05-15,IGI Airport,2011,5,6,5.0,20,14.0,23,15.0,22.0,,20.0,85.0,3.5,500000,2,1,0.0,5.0,1,2,0,7,0,1,0,0,5.0
2022-01-04,IGI Airport,2022,1,1,22.0,20,14.0,2,17.0,21.0,,20.0,85.0,3.5,500000,2,1,0.0,5.0,1,2,0,11,6,0,0,0,4.986651835372636
2015-07-02,IGI Airport,2015,7,3,20.0,23,14.0,19,9.0,21.0,,20.0,85.0,3.5,500000,2,1,0.0,5.0,0,1,0,9,5,0,0,0,4.994067482387838
2017-03-10,IGI Airport,2017,3,4,20.0,18,14.0,1,15.0,18.0,,20.0,85.0,3.5,500000,2,1,0.0,5.0,1,2,0,7,0,1,0,0,5.0
2011-11-10,IGI Airport,2011,11,3,23.0,23,14.0,20,15.0,23.0,,20.0,85.0,3.5,500000,2,1,0.0,5.0,1,2,0,7,0,1,0,0,5.0
2004-08-18,IGI Airport,2004,8,2,3.0,22,14.0,22,15.0,18.0,,20.0,85.0,3.5,500000,2,1,0.0,5.0,1,2,0,7,0,1,0,0,5.0
2007-07-22,IGI Airport,2007,7,6,2.0,20,14.0,1,15.0,20.0,,20.0,85.0,3.5,500000,2,1,0.0,5.0,1,2,0,7,0,1,0,0,5.0
2009-06-12,IGI Airport,2009,6,4,21.0,18,14.0,22,15.0,18.0,,20.0,85.0,3.5,500000,2,1,0.0,5.0,1,2,0,7,0,1,0,0,5.0
2007-08-29,IGI Airport,2007,8,2,4.0,20,14.0,2,9.0,21.0,,20.0,85.0,3.5,500000,2,1,0.0,5.0,1,2,0,11,6,0,0,0,4.986651835372636
2024-01-15,IGI Airport,2024,1,0,5.0,23,14.0,2,17.0,21.0,,20.0,85.0,3.5,500000,2,1,0.0,5.0,1,2,0,11,6,0,0,0,4.986651835372636
2010-03-05,IGI Airport,2010,3,4,23.0,23,14.0,2,17.0,21.0,,20.0,85.0,3.5,500000,2,1,0.0,5.0,1,2,0,11,6,0,0,0,4.986651835372636
2022-03-12,IGI Airport,2022,3,5,21.0,21,14.0,21,18.0,21.0,,20.0,85.0,3.5,500000,2,1,0.0,5.0,1,2,0,11,6,0,0,0,4.986651835372636
2012-12-11,IGI Airport,2012,12,1,23.0,19,14.0,1,15.0,18.0,,20.0,85.0,3.5,500000,2,1,0.0,5.0,1,2,0,7,0,1,0,0,5.0
2016-12-14,IGI Airport,2016,12,2,20.0,22,14.0,0,21.0,21.0,,20.0,85.0,3.5,500000,2,1,0.0,5.0,0,1,0,9,5,0,0,0,4.994067482387838
2016-04-24,IGI Airport,2016,4,6,20.0,21,14.0,0,11.0,21.0,,20.0,85.0,3.5,500000,2,1,0.0,5.0,0,1,0,9,5,0,0,0,4.994067482387838
2018-05-25,IGI Airport,2018,5,4,5.0,23,14.0,1,15.0,20.0,,20.0,85.0,3.5,500000,2,1,0.0,5.0,1,2,0,7,0,1,0,0,5.0
2013-09-26,IGI Airport,2013,9,3,1.0,18,14.0,23,14.0,21.0,,20.0,85.0,3.5,500000,2,1,0.0,5.0,1,2,0,11,6,0,0,0,4.986651835372636
2012-10-02,IGI Airport,2012,10,1,23.0,19,14.0,1,15.0,18.0,,20.0,85.0,3.5,500000,2,1,0.0,5.0,1,2,0,7,0,1,0,0,5.0
2017-03-07,IGI Airport,2017,3,1,22.0,18,14.0,18,15.0,21.0,,20.0,85.0,3.5,500000,2,1,0.0,5.0,1,2,0,7,0,1,0,0,5.0
2007-09-13,IGI Airport,2007,9,3,20.0,21,14.0,18,20.0,21.0,,20.0,85.0,3.5,500000,2,1,0.0,5.0,0,1,0,9,5,0,0,0,4.994067482387838
2020-08-31,IGI Airport,2020,8,0,0.0,20,14.0,2,15.0,23.0,,20.0,85.0,3.5,500000,2,1,0.0,5.0,1,2,0,7,0,1,0,0,5.0
2021-09-21,IGI Airport,2021,9,1,4.0,23,14.0,18,10.0,21.0,,20.0,85.0,3.5,500000,2,1,0.0,5.0,1,2,0,11,6,0,0,0,4.986651835372636
2021-06-22,IGI Airport,2021,6,1,20.0,19,14.0,21,15.0,20.0,,20.0,85.0,3.5,500000,2,1,0.0,5.0,1,2,0,7,0,1,0,0,5.0
2012-03-09,IGI Airport,2012,3,4,3.0,19,14.0,1,21.0,21.0,,20.0,85.0,3.5,500000,2,1,0.0,5.0,1,2,0,11,6,0,0,0,4.986651835372636
2023-11-19,IGI Airport,2023,11,6,1.0,23,14.0,20,10.0,21.0,,20.0,85.0,3.5,500000,2,1,0.0,5.0,1,2,0,11,6,0,0,0,4.986651835372636
2007-10-28,IGI Airport,2007,10,6,1.0,21,14.0,22,15.0,18.0,,20.0,85.0,3.5,500000,2,1,0.0,5.0,1,2,0,7,0,1,0,0,5.0
2017-07-18,IGI Airport,2017,7,1,21.0,22,14.0,1,15.0,20.0,,20.0,85.0,3.5,500000,2,1,0.0,5.0,1,2,0,7,0,1,0,0,5.0
2007-09-09,IGI Airport,2007,9,6,22.0,20,14.0,20,11.0,21.0,,20.0,85.0,3.5,500000,2,1,0.0,5.0,1,2,0,11,6,0,0,0,4.986651835372636
2007-10-20,IGI Airport,2007,10,5,22.0,21,14.0,2,16.0,21.0,,20.0,85.0,3.5,500000,2,1,0.0,5.0,1,2,0,11,6,0,0,0,4.986651835372636
2015-11-21,IGI Airport,2015,11,5,3.0,19,14.0,21,15.0,22.0,,20.0,85.0,3.5,500000,2,1,0.0,5.0,1,2,0,7,0,1,0,0,5.0
2017-10-28,IGI Airport,2017,10,5,20.0,23,14.0,0,19.0,21.0,,20.0,85.0,3.5,500000,2,1,0.0,5.0,0,1,0,9,5,0,0,0,4.994067482387838
2016-02-28,IGI Airport,2016,2,6,23.0,21,14.0,19,14.0,21.0,,20.0,85.0,3.5,500000,2,1,0.0,5.0,1,2,0,11,6,0,0,0,4.986651835372636
2013-06-07,IGI Airport,2013,6,4,3.0,21,14.0,22,15.0,23.0,,20.0,85.0,3.5,500000,2,1,0.0,5.0,1,2,0,7,0,1,0,0,5.0
2022-03-11,IGI Airport,2022,3,4,2.0,18,14.0,2,19.0,21.0,,20.0,85.0,3.5,500000,2,1,0.0,5.0,1,2,0,11,6,0,0,0,4.986651835372636
2024-05-19,IGI Airport,2024,5,6,2.0,18,14.0,2,15.0,19.0,,20.0,85.0,3.5,500000,2,1,0.0,5.0,1,2,0,7,0,1,0,0,5.0
2023-09-13,IGI Airport,2023,9,2,4.0,19,14.0,20,15.0,22.0,,20.0,85.0,3.5,500000,2,1,0.0,5.0,1,2,0,7,0,1,0,0,5.0
2020-06-01,IGI Airport,2020,6,0,4.0,21,14.0,2,14.0,21.0,,20.0,85.0,3.5,500000,2,1,0.0,5.0,1,2,0,11,6,0,0,0,4.986651835372636
2016-03-01,IGI Airport,2016,3,1,20.0,19,14.0,23,15.0,22.0,,20.0,85.0,3.5,500000,2,1,0.0,5.0,1,2,0,7,0,1,0,0,5.0
2013-03-20,IGI Airport,2013,3,2,23.0,22,14.0,22,15.0,18.0,,20.0,85.0,3.5,500000,2,1,0.0,5.0,1,2,0,7,0,1,0,0,5.0
2017-09-15,IGI Airport,2017,9,4,21.0,21,14.0,1,15.0,21.0,,20.0,85.0,3.5,500000,2,1,0.0,5.0,1,2,0,11,6,0,0,0,4.986651835372636
2005-08-29,IGI Airport,2005,8,0,20.0,22,14.0,0,21.0,21.0,,20.0,85.0,3.5,500000,2,1,0.0,5.0,0,1,0,9,5,0,0,0,4.994067482387838
2006-10-03,IGI Airport,2006,10,1,21.0,18,14.0,19,15.0,21.0,,20.0,85.0,3.5,500000,2,1,0.0,5.0,1,2,0,7,0,1,0,0,5.0
2012-06-02,IGI Airport,2012,6,5,21.0,23,14.0,1,15.0,20.0,,20.0,85.0,3.5,500000,2,1,0.0,5.0,1,2,0,7,0,1,0,0,5.0
2016-03-20,IGI Airport,2016,3,6,20.0,21,14.0,0,16.0,21.0,,20.0,85.0,3.5,500000,2,1,0.0,5.0,0,1,0,9,5,0,0,0,4.994067482387838
2021-06-19,IGI Airport,2021,6,5,0.0,22,14.0,1,17.0,21.0,,20.0,85.0,3.5,500000,2,1,0.0,5.0,1,2,0,11,6,0,0,0,4.986651835372636
2020-11-27,IGI Airport,2020,11,4,5.0,18,14.0,1,15.0,19.0,,20.0,85.0,3.5,500000,2,1,0.0,5.0,1,2,0,7,0,1,0,0,5.0
2004-08-18,IGI Airport,2004,8,2,20.0,18,14.0,19,16.0,21.0,,20.0,85.0,3.5,500000,2,1,0.0,5.0,0,1,0,9,5,0,0,0,4.994067482387838
2006-08-31,IGI Airport,2006,8,3,20.0,18,14.0,2,16.0,21.0,,20.0,85.0,3.5,500000,2,1,0.0,5.0,0,1,0,9,5,0,0,0,4.994067482387838
2020-05-14,IGI Airport,2020,5,3,4.0,22,14.0,1,16.0,21.0,,20.0,85.0,3.5,500000,2,1,0.0,5.0,1,2,0,11,6,0,0,0,4.986651835372636
2021-09-03,IGI Airport,2021,9,4,23.0,22,14.0,18,19.0,21.0,,20.0,85.0,3.5,500000,2,1,0.0,5.0,1,2,0,11,6,0,0,0,4.986651835372636
2004-04-09,IGI Airport,2004,4,4,20.0,18,14.0,20,14.0,21.0,,20.0,85.0,3.5,500000,2,1,0.0,5.0,0,1,0,9,5,0,0,0,4.994067482387838
2019-12-12,IGI Airport,2019,12,3,20.0,23,14.0,0,19.0,21.0,,20.0,85.0,3.5,500000,2,1,0.0,5.0,0,1,0,9,5,0,0,0,4.994067482387838
2004-08-25,IGI Airport,2004,8,2,20.0,18,14.0,20,13.0,21.0,,20.0,85.0,3.5,500000,2,1,0.0,5.0,0,1,0,9,5,0,0,0,4.994067482387838
2023-08-14,IGI Airport,2023,8,0,0.0,19,14.0,23,15.0,18.0,,20.0,85.0,3.5,500000,2,1,0.0,5.0,1,2,0,7,0,1,0,0,5.0
