Date,Year,District,Rape,Rape_Time,Kidnapping and Abduction,Kidnapping and Abduction_Time,Dowry Deaths,Dowry Deaths_Time,Assault on women with intent to outrage her modesty,Assault on women with intent to outrage her modesty_Time,Insult to modesty of Women,Insult to modesty of Women_Time,Cruelty by Husband or his Relatives,Cruelty by Husband or his Relatives_Time,Importation of Girls,Importation of Girls_Time,Attempt to commit Rape,Attempt to commit Rape_Time,Literacy_Rate,Unemployment_Rate,Avg_Income,Latitude,Longitude,Police_Stations,Hospitals,Schools,Area,TotalCrimes,DayOfWeek,Month,IsWeekend
2020-11-27,2020,IGI Airport,0,750.4590379248071,1,1375,0,896.0224489795918,9,89,5,696.0,0,1260.6690561529272,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,15,4,11,0
2007-11-04,2007,IGI Airport,0,750.4590379248071,1,1148,0,896.0224489795918,9,90,5,670.0,0,1260.6690561529272,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,15,6,11,1
2024-10-16,2024,IGI Airport,1,290.0,2,1420,0,896.0224489795918,7,81,0,937.2809210526316,1,1094.0,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,11,2,10,0
2009-02-09,2009,IGI Airport,1,1212.0,2,1406,0,896.0224489795918,11,1419,6,1135.0,0,1260.6690561529272,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,20,0,2,0
2023-02-01,2023,IGI Airport,1,346.0,2,1264,0,896.0224489795918,7,1093,0,937.2809210526316,1,1361.0,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,11,2,2,0
2019-04-30,2019,IGI Airport,1,151.0,2,1266,0,896.0224489795918,7,123,0,937.2809210526316,1,1089.0,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,11,1,4,0
2005-12-07,2005,IGI Airport,0,750.4590379248071,1,1232,0,896.0224489795918,9,1391,5,626.0,0,1260.6690561529272,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,15,2,12,0
2005-09-18,2005,IGI Airport,1,1201.0,2,1183,0,896.0224489795918,7,1181,0,937.2809210526316,1,1083.0,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,11,6,9,1
2016-10-18,2016,IGI Airport,1,1335.0,2,1402,0,896.0224489795918,11,1367,6,557.0,0,1260.6690561529272,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,20,1,10,0
2021-10-25,2021,IGI Airport,1,1218.0,2,1134,0,896.0224489795918,7,1415,0,937.2809210526316,1,1156.0,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,11,0,10,0
2007-12-20,2007,IGI Airport,0,750.4590379248071,1,1343,0,896.0224489795918,9,1312,5,772.0,0,1260.6690561529272,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,15,3,12,0
2007-07-27,2007,IGI Airport,1,1374.0,2,1092,0,896.0224489795918,11,69,6,843.0,0,1260.6690561529272,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,20,4,7,0
2007-03-26,2007,IGI Airport,1,1233.0,2,1282,0,896.0224489795918,11,1321,6,882.0,0,1260.6690561529272,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,20,0,3,0
2007-04-12,2007,IGI Airport,1,4.0,2,1407,0,896.0224489795918,11,1356,6,979.0,0,1260.6690561529272,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,20,3,4,0
2011-11-11,2011,IGI Airport,1,1338.0,2,1362,0,896.0224489795918,7,1136,0,937.2809210526316,1,1112.0,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,11,4,11,0
2022-12-26,2022,IGI Airport,1,194.0,2,1413,0,896.0224489795918,7,28,0,937.2809210526316,1,1395.0,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,11,0,12,0
2013-02-22,2013,IGI Airport,1,1331.0,2,1288,0,896.0224489795918,11,1285,6,545.0,0,1260.6690561529272,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,20,4,2,0
2010-10-14,2010,IGI Airport,1,304.0,2,1377,0,896.0224489795918,11,29,6,1097.0,0,1260.6690561529272,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,20,3,10,0
2014-11-23,2014,IGI Airport,0,750.4590379248071,1,1335,0,896.0224489795918,9,93,5,930.0,0,1260.6690561529272,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,15,6,11,1
2007-07-19,2007,IGI Airport,0,750.4590379248071,1,1259,0,896.0224489795918,9,1152,5,1016.0,0,1260.6690561529272,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,15,3,7,0
2019-06-02,2019,IGI Airport,0,750.4590379248071,1,1106,0,896.0224489795918,9,21,5,713.0,0,1260.6690561529272,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,15,6,6,1
2005-05-12,2005,IGI Airport,1,240.0,2,1188,0,896.0224489795918,11,1207,6,592.0,0,1260.6690561529272,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,20,3,5,0
2020-09-01,2020,IGI Airport,1,86.0,2,1241,0,896.0224489795918,11,1209,6,708.0,0,1260.6690561529272,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,20,1,9,0
2014-03-03,2014,IGI Airport,1,1411.0,2,1159,0,896.0224489795918,7,1176,0,937.2809210526316,1,1080.0,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,11,0,3,0
2024-12-20,2024,IGI Airport,1,40.0,2,1319,0,896.0224489795918,7,1157,0,937.2809210526316,1,1438.0,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,11,4,12,0
2018-10-31,2018,IGI Airport,1,285.0,2,1146,0,896.0224489795918,7,15,0,937.2809210526316,1,1307.0,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,11,2,10,0
2006-02-02,2006,IGI Airport,1,136.0,2,1273,0,896.0224489795918,11,1167,6,1109.0,0,1260.6690561529272,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,20,3,2,0
2019-03-17,2019,IGI Airport,1,1369.0,2,1178,0,896.0224489795918,11,85,6,1108.0,0,1260.6690561529272,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,20,6,3,1
2010-10-07,2010,IGI Airport,0,750.4590379248071,1,1357,0,896.0224489795918,9,135,5,1070.0,0,1260.6690561529272,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,15,3,10,0
2008-08-03,2008,IGI Airport,1,1351.0,2,1189,0,896.0224489795918,11,1400,6,941.0,0,1260.6690561529272,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,20,6,8,1
2022-01-26,2022,IGI Airport,0,750.4590379248071,1,1304,0,896.0224489795918,9,1128,5,1202.0,0,1260.6690561529272,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,15,2,1,0
2022-10-20,2022,IGI Airport,1,1242.0,2,1137,0,896.0224489795918,7,119,0,937.2809210526316,1,1333.0,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,11,3,10,0
2006-05-12,2006,IGI Airport,1,1261.0,2,1320,0,896.0224489795918,7,1317,0,937.2809210526316,1,1435.0,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,11,4,5,0
2008-11-27,2008,IGI Airport,1,190.0,2,1344,0,896.0224489795918,11,1336,6,1055.0,0,1260.6690561529272,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,20,3,11,0
2015-05-16,2015,IGI Airport,1,206.0,2,1287,0,896.0224489795918,7,100,0,937.2809210526316,1,1402.0,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,11,5,5,1
2012-10-26,2012,IGI Airport,1,1246.0,2,1434,0,896.0224489795918,11,26,6,1124.0,0,1260.6690561529272,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,20,4,10,0
2014-06-18,2014,IGI Airport,1,28.0,2,1280,0,896.0224489795918,7,17,0,937.2809210526316,1,1434.0,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,11,2,6,0
2010-11-25,2010,IGI Airport,1,1422.0,2,1105,0,896.0224489795918,11,1111,6,690.0,0,1260.6690561529272,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,20,3,11,0
2012-08-17,2012,IGI Airport,0,750.4590379248071,1,1424,0,896.0224489795918,9,1154,5,1020.0,0,1260.6690561529272,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,15,4,8,0
2013-10-23,2013,IGI Airport,1,164.0,2,1436,0,896.0224489795918,7,1314,0,937.2809210526316,1,1421.0,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,11,2,10,0
2011-08-21,2011,IGI Airport,0,750.4590379248071,1,1243,0,896.0224489795918,9,67,5,1275.0,0,1260.6690561529272,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,15,6,8,1
2022-07-21,2022,IGI Airport,1,318.0,2,1336,0,896.0224489795918,7,1245,0,937.2809210526316,1,1163.0,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,11,3,7,0
2022-06-18,2022,IGI Airport,1,259.0,2,1204,0,896.0224489795918,11,83,6,602.0,0,1260.6690561529272,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,20,5,6,1
2005-09-06,2005,IGI Airport,1,266.0,2,1270,0,896.0224489795918,11,1331,6,555.0,0,1260.6690561529272,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,20,1,9,0
2020-08-08,2020,IGI Airport,1,263.0,2,1144,0,896.0224489795918,11,1288,6,716.0,0,1260.6690561529272,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,20,5,8,1
2019-10-31,2019,IGI Airport,1,225.0,2,1305,0,896.0224489795918,11,119,6,833.0,0,1260.6690561529272,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,20,3,10,0
2008-03-21,2008,IGI Airport,1,1290.0,2,1315,0,896.0224489795918,11,1105,6,979.0,0,1260.6690561529272,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,20,4,3,0
2005-07-06,2005,IGI Airport,0,750.4590379248071,1,1096,0,896.0224489795918,9,16,5,984.0,0,1260.6690561529272,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,15,2,7,0
2023-10-11,2023,IGI Airport,0,750.4590379248071,1,1199,0,896.0224489795918,9,29,5,1071.0,0,1260.6690561529272,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,15,2,10,0
2008-09-10,2008,IGI Airport,0,750.4590379248071,1,1416,0,896.0224489795918,9,1437,5,648.0,0,1260.6690561529272,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,15,2,9,0
2010-02-06,2010,IGI Airport,1,217.0,2,1392,0,896.0224489795918,7,1365,0,937.2809210526316,1,1244.0,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,11,5,2,1
2013-03-14,2013,IGI Airport,0,750.4590379248071,1,1081,0,896.0224489795918,9,1371,5,1169.0,0,1260.6690561529272,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,15,3,3,0
2017-04-04,2017,IGI Airport,1,1406.0,2,1315,0,896.0224489795918,11,1213,6,1319.0,0,1260.6690561529272,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,20,1,4,0
2017-11-28,2017,IGI Airport,1,180.0,2,1436,0,896.0224489795918,7,160,0,937.2809210526316,1,1393.0,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,11,1,11,0
2012-11-26,2012,IGI Airport,1,186.0,2,1287,0,896.0224489795918,11,27,6,729.0,0,1260.6690561529272,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,20,0,11,0
2017-12-17,2017,IGI Airport,1,1353.0,2,1097,0,896.0224489795918,7,1298,0,937.2809210526316,1,1381.0,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,11,6,12,1
2017-11-19,2017,IGI Airport,0,750.4590379248071,1,1089,0,896.0224489795918,9,28,5,661.0,0,1260.6690561529272,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,15,6,11,1
2005-06-18,2005,IGI Airport,0,750.4590379248071,1,1130,0,896.0224489795918,9,89,5,1040.0,0,1260.6690561529272,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,15,5,6,1
2024-07-04,2024,IGI Airport,1,189.0,2,1346,0,896.0224489795918,11,1376,6,1053.0,0,1260.6690561529272,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,20,3,7,0
2009-11-16,2009,IGI Airport,1,1307.0,2,1427,0,896.0224489795918,11,1189,6,1085.0,0,1260.6690561529272,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,20,0,11,0
2008-05-28,2008,IGI Airport,1,1320.0,2,1123,0,896.0224489795918,11,85,6,1141.0,0,1260.6690561529272,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,20,2,5,0
2011-07-06,2011,IGI Airport,1,154.0,2,1226,0,896.0224489795918,11,53,6,688.0,0,1260.6690561529272,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,20,2,7,0
2023-03-27,2023,IGI Airport,0,750.4590379248071,1,1438,0,896.0224489795918,9,1411,5,597.0,0,1260.6690561529272,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,15,0,3,0
2015-06-10,2015,IGI Airport,0,750.4590379248071,1,1110,0,896.0224489795918,9,1343,5,645.0,0,1260.6690561529272,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,15,2,6,0
2006-06-27,2006,IGI Airport,0,750.4590379248071,1,1320,0,896.0224489795918,9,1163,5,959.0,0,1260.6690561529272,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,15,1,6,0
2017-02-23,2017,IGI Airport,1,1336.0,2,1411,0,896.0224489795918,7,140,0,937.2809210526316,1,1092.0,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,11,3,2,0
2020-12-18,2020,IGI Airport,0,750.4590379248071,1,1087,0,896.0224489795918,9,118,5,1030.0,0,1260.6690561529272,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,15,4,12,0
2018-08-10,2018,IGI Airport,1,1223.0,2,1200,0,896.0224489795918,7,1177,0,937.2809210526316,1,1299.0,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,11,4,8,0
2015-05-24,2015,IGI Airport,1,330.0,2,1180,0,896.0224489795918,11,156,6,1014.0,0,1260.6690561529272,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,20,6,5,1
2017-06-02,2017,IGI Airport,1,194.0,2,1425,0,896.0224489795918,7,1239,0,937.2809210526316,1,1404.0,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,11,4,6,0
2014-11-01,2014,IGI Airport,1,124.0,2,1325,0,896.0224489795918,11,39,6,996.0,0,1260.6690561529272,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,20,5,11,1
2014-03-31,2014,IGI Airport,1,1431.0,2,1316,0,896.0224489795918,11,165,6,559.0,0,1260.6690561529272,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,20,0,3,0
2021-01-19,2021,IGI Airport,0,750.4590379248071,1,1144,0,896.0224489795918,9,82,5,769.0,0,1260.6690561529272,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,15,1,1,0
2008-10-09,2008,IGI Airport,1,1415.0,2,1156,0,896.0224489795918,7,135,0,937.2809210526316,1,1149.0,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,11,3,10,0
2017-09-29,2017,IGI Airport,0,750.4590379248071,1,1096,0,896.0224489795918,9,33,5,665.0,0,1260.6690561529272,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,15,4,9,0
2020-09-23,2020,IGI Airport,1,1283.0,2,1175,0,896.0224489795918,11,136,6,1318.0,0,1260.6690561529272,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,20,2,9,0
2019-02-10,2019,IGI Airport,1,347.0,2,1228,0,896.0224489795918,11,154,6,573.0,0,1260.6690561529272,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,20,6,2,1
2019-01-16,2019,IGI Airport,1,43.0,2,1310,0,896.0224489795918,7,145,0,937.2809210526316,1,1085.0,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,11,2,1,0
2006-08-18,2006,IGI Airport,1,19.0,2,1172,0,896.0224489795918,11,2,6,840.0,0,1260.6690561529272,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,20,4,8,0
2010-03-09,2010,IGI Airport,0,750.4590379248071,1,1096,0,896.0224489795918,9,1266,5,597.0,0,1260.6690561529272,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,15,1,3,0
2024-07-16,2024,IGI Airport,0,750.4590379248071,1,1160,0,896.0224489795918,9,35,5,720.0,0,1260.6690561529272,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,15,1,7,0
2006-01-26,2006,IGI Airport,1,91.0,2,1162,0,896.0224489795918,11,1296,6,992.0,0,1260.6690561529272,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,20,3,1,0
2017-10-01,2017,IGI Airport,0,750.4590379248071,1,1430,0,896.0224489795918,9,75,5,691.0,0,1260.6690561529272,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,15,6,10,1
2010-10-20,2010,IGI Airport,1,124.0,2,1409,0,896.0224489795918,11,154,6,619.0,0,1260.6690561529272,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,20,2,10,0
2024-01-01,2024,IGI Airport,1,265.0,2,1318,0,896.0224489795918,11,1286,6,970.0,0,1260.6690561529272,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,20,0,1,0
2013-06-09,2013,IGI Airport,1,205.0,2,1374,0,896.0224489795918,7,1246,0,937.2809210526316,1,1252.0,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,11,6,6,1
2004-12-03,2004,IGI Airport,1,299.0,2,1331,0,896.0224489795918,7,1403,0,937.2809210526316,1,1217.0,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,11,4,12,0
2008-03-17,2008,IGI Airport,1,1278.0,2,1122,0,896.0224489795918,11,58,6,879.0,0,1260.6690561529272,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,20,0,3,0
2015-09-25,2015,IGI Airport,0,750.4590379248071,1,1261,0,896.0224489795918,9,156,5,885.0,0,1260.6690561529272,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,15,4,9,0
2020-11-03,2020,IGI Airport,1,1288.0,2,1341,0,896.0224489795918,7,14,0,937.2809210526316,1,1151.0,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,11,1,11,0
2015-03-24,2015,IGI Airport,0,750.4590379248071,1,1267,0,896.0224489795918,9,1178,5,578.0,0,1260.6690561529272,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,15,1,3,0
2005-06-24,2005,IGI Airport,1,276.0,2,1254,0,896.0224489795918,11,67,6,1197.0,0,1260.6690561529272,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,20,4,6,0
2009-05-01,2009,IGI Airport,1,126.0,2,1295,0,896.0224489795918,11,89,6,851.0,0,1260.6690561529272,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,20,4,5,0
2016-04-07,2016,IGI Airport,1,340.0,2,1223,0,896.0224489795918,7,159,0,937.2809210526316,1,1126.0,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,11,3,4,0
2024-05-06,2024,IGI Airport,1,152.0,2,1205,0,896.0224489795918,7,1312,0,937.2809210526316,1,1162.0,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,11,0,5,0
2006-12-15,2006,IGI Airport,0,750.4590379248071,1,1148,0,896.0224489795918,9,1323,5,677.0,0,1260.6690561529272,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,15,4,12,0
2022-07-21,2022,IGI Airport,0,750.4590379248071,1,1284,0,896.0224489795918,9,59,5,809.0,0,1260.6690561529272,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,15,3,7,0
2015-03-22,2015,IGI Airport,1,281.0,2,1347,0,896.0224489795918,11,52,6,709.0,0,1260.6690561529272,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,20,6,3,1
2015-09-08,2015,IGI Airport,1,1336.0,2,1310,0,896.0224489795918,11,169,6,811.0,0,1260.6690561529272,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,20,1,9,0
2016-11-24,2016,IGI Airport,0,750.4590379248071,1,1115,0,896.0224489795918,9,171,5,674.0,0,1260.6690561529272,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,15,3,11,0
2020-12-26,2020,IGI Airport,0,750.4590379248071,1,1167,0,896.0224489795918,9,0,5,940.0,0,1260.6690561529272,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,15,5,12,1
2007-01-31,2007,IGI Airport,1,1390.0,2,1388,0,896.0224489795918,11,1209,6,1304.0,0,1260.6690561529272,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,20,2,1,0
2005-02-17,2005,IGI Airport,0,750.4590379248071,1,1435,0,896.0224489795918,9,1258,5,1259.0,0,1260.6690561529272,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,15,3,2,0
2012-08-24,2012,IGI Airport,0,750.4590379248071,1,1161,0,896.0224489795918,9,9,5,1215.0,0,1260.6690561529272,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,15,4,8,0
2009-07-18,2009,IGI Airport,1,335.0,2,1130,0,896.0224489795918,7,1133,0,937.2809210526316,1,1191.0,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,11,5,7,1
2015-09-29,2015,IGI Airport,1,45.0,2,1390,0,896.0224489795918,11,1181,6,1179.0,0,1260.6690561529272,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,20,1,9,0
2020-11-04,2020,IGI Airport,1,105.0,2,1096,0,896.0224489795918,7,1264,0,937.2809210526316,1,1245.0,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,11,2,11,0
2009-07-20,2009,IGI Airport,0,750.4590379248071,1,1222,0,896.0224489795918,9,1165,5,1061.0,0,1260.6690561529272,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,15,0,7,0
2016-07-31,2016,IGI Airport,1,337.0,2,1215,0,896.0224489795918,7,34,0,937.2809210526316,1,1358.0,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,11,6,7,1
2019-09-09,2019,IGI Airport,1,154.0,2,1363,0,896.0224489795918,7,1139,0,937.2809210526316,1,1393.0,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,11,0,9,0
2007-05-31,2007,IGI Airport,0,750.4590379248071,1,1105,0,896.0224489795918,9,75,5,655.0,0,1260.6690561529272,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,15,3,5,0
2007-12-03,2007,IGI Airport,1,1263.0,2,1282,0,896.0224489795918,7,80,0,937.2809210526316,1,1416.0,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,11,0,12,0
2015-05-25,2015,IGI Airport,1,89.0,2,1125,0,896.0224489795918,7,1347,0,937.2809210526316,1,1217.0,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,11,0,5,0
2006-07-08,2006,IGI Airport,1,290.0,2,1227,0,896.0224489795918,11,2,6,1314.0,0,1260.6690561529272,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,20,5,7,1
2009-02-22,2009,IGI Airport,0,750.4590379248071,1,1149,0,896.0224489795918,9,1124,5,1200.0,0,1260.6690561529272,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,15,6,2,1
2008-06-19,2008,IGI Airport,1,1377.0,2,1414,0,896.0224489795918,11,48,6,1279.0,0,1260.6690561529272,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,20,3,6,0
2023-06-24,2023,IGI Airport,1,134.0,2,1330,0,896.0224489795918,7,1193,0,937.2809210526316,1,1258.0,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,11,5,6,1
2018-01-05,2018,IGI Airport,0,750.4590379248071,1,1174,0,896.0224489795918,9,1372,5,632.0,0,1260.6690561529272,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,15,4,1,0
2014-08-20,2014,IGI Airport,0,750.4590379248071,1,1110,0,896.0224489795918,9,135,5,1011.0,0,1260.6690561529272,0,,0,747.5991379310345,85.0,3.5,500000,28.5562,77.1,2,1,0.0,5.0,15,2,8,0
