Date,Year,District,Rape,Rape_Time,Kidnapping and Abduction,Kidnapping and Abduction_Time,Dowry Deaths,Dowry Deaths_Time,Assault on women with intent to outrage her modesty,Assault on women with intent to outrage her modesty_Time,Insult to modesty of Women,Insult to modesty of Women_Time,Cruelty by Husband or his Relatives,Cruelty by Husband or his Relatives_Time,Importation of Girls,Importation of Girls_Time,Attempt to commit Rape,Attempt to commit Rape_Time,Literacy_Rate,Unemployment_Rate,Avg_Income,Latitude,Longitude,Police_Stations,Hospitals,Schools,Area,TotalCrimes
10-05-2015,2015,South East,239,02:00,448,22:52,6,19:23,588,01:37,214,10:41,414,21:04,0,NA,4,20:02,93.2,4.5,240000,28.6127,77.2773,14,9,918,640,1913
24-08-2018,2018,South East,84,01:11,138,23:50,11,13:40,274,23:57,98,15:59,228,22:46,0,NA,0,NA,93.2,4.5,240000,28.6127,77.2773,14,9,918,640,833
02-02-2011,2011,South East,239,23:48,448,22:42,6,08:22,588,02:53,214,12:43,414,18:13,0,NA,4,02:43,93.2,4.5,240000,28.6127,77.2773,14,9,918,640,1913
31-08-2022,2022,South East,239,20:12,448,18:11,6,22:40,588,20:31,214,10:45,414,23:16,0,NA,4,23:07,93.2,4.5,240000,28.6127,77.2773,14,9,918,640,1913
05-10-2012,2012,South East,239,23:13,448,20:56,6,17:27,588,00:49,214,18:08,414,21:16,0,NA,4,01:33,93.2,4.5,240000,28.6127,77.2773,14,9,918,640,1913
28-06-2012,2012,South East,239,23:37,448,23:03,6,18:08,588,19:13,214,11:01,414,20:10,0,NA,4,05:04,93.2,4.5,240000,28.6127,77.2773,14,9,918,640,1913
20-08-2004,2004,South East,127,23:20,289,21:37,11,16:57,164,19:14,85,19:31,216,22:01,0,NA,0,NA,93.2,4.5,240000,28.6127,77.2773,14,9,918,640,892
12-04-2004,2004,South East,239,21:38,448,21:22,6,23:58,588,21:01,214,13:26,414,22:36,0,NA,4,05:43,93.2,4.5,240000,28.6127,77.2773,14,9,918,640,1913
30-06-2019,2019,South East,239,22:45,448,22:50,6,21:25,588,02:22,214,12:25,414,19:10,0,NA,4,23:27,93.2,4.5,240000,28.6127,77.2773,14,9,918,640,1913
02-11-2024,2024,South East,172,02:47,308,18:17,12,12:31,101,23:19,112,20:44,218,19:13,0,NA,0,NA,93.2,4.5,240000,28.6127,77.2773,14,9,918,640,923
06-10-2021,2021,South East,239,05:56,448,23:06,6,23:29,588,22:49,214,14:29,414,20:37,0,NA,4,21:13,93.2,4.5,240000,28.6127,77.2773,14,9,918,640,1913
12-01-2016,2016,South East,239,23:04,448,22:09,6,14:13,588,22:13,214,09:35,414,19:48,0,NA,4,22:20,93.2,4.5,240000,28.6127,77.2773,14,9,918,640,1913
30-05-2006,2006,South East,239,22:36,448,18:54,6,15:44,588,02:25,214,21:12,414,21:01,0,NA,4,04:08,93.2,4.5,240000,28.6127,77.2773,14,9,918,640,1913
04-12-2012,2012,South East,122,04:33,331,22:58,11,23:59,282,23:52,28,15:40,222,22:25,0,NA,0,NA,93.2,4.5,240000,28.6127,77.2773,14,9,918,640,996
19-06-2008,2008,South East,239,20:58,448,23:59,6,09:24,588,00:36,214,18:32,414,20:25,0,NA,4,23:25,93.2,4.5,240000,28.6127,77.2773,14,9,918,640,1913
24-12-2008,2008,South East,182,02:42,302,22:48,12,17:32,306,18:44,114,11:59,232,22:52,0,NA,0,NA,93.2,4.5,240000,28.6127,77.2773,14,9,918,640,1148
26-03-2004,2004,South East,239,02:27,448,19:34,6,10:13,588,19:37,214,16:15,414,21:30,0,NA,4,22:57,93.2,4.5,240000,28.6127,77.2773,14,9,918,640,1913
26-09-2017,2017,South East,239,22:26,448,19:50,6,21:18,588,00:12,214,13:32,414,23:53,0,NA,4,20:19,93.2,4.5,240000,28.6127,77.2773,14,9,918,640,1913
28-03-2022,2022,South East,125,22:26,127,23:11,13,07:38,337,00:40,65,09:48,235,20:20,0,NA,0,NA,93.2,4.5,240000,28.6127,77.2773,14,9,918,640,902
08-03-2014,2014,South East,239,02:55,448,20:30,6,16:41,588,01:57,214,15:21,414,21:36,0,NA,4,02:28,93.2,4.5,240000,28.6127,77.2773,14,9,918,640,1913
03-01-2017,2017,South East,239,23:27,448,21:51,6,14:34,588,23:04,214,10:38,414,22:26,0,NA,4,04:09,93.2,4.5,240000,28.6127,77.2773,14,9,918,640,1913
27-10-2007,2007,South East,239,20:50,448,21:38,6,17:21,588,19:47,214,19:11,414,20:52,0,NA,4,23:28,93.2,4.5,240000,28.6127,77.2773,14,9,918,640,1913
01-06-2021,2021,South East,136,00:55,290,20:35,12,07:27,217,01:57,117,18:40,222,19:59,0,NA,0,NA,93.2,4.5,240000,28.6127,77.2773,14,9,918,640,994
08-02-2004,2004,South East,239,04:47,448,22:28,6,17:43,588,21:49,214,17:46,414,22:20,0,NA,4,23:56,93.2,4.5,240000,28.6127,77.2773,14,9,918,640,1913
18-10-2021,2021,South East,193,21:37,357,23:45,13,18:04,215,20:59,129,21:56,232,21:13,0,NA,0,NA,93.2,4.5,240000,28.6127,77.2773,14,9,918,640,1139
18-03-2007,2007,South East,116,22:51,338,20:11,12,12:38,179,23:58,102,09:27,244,22:39,0,NA,0,NA,93.2,4.5,240000,28.6127,77.2773,14,9,918,640,991
20-02-2009,2009,South East,239,23:57,448,18:36,6,18:50,588,02:50,214,15:57,414,21:26,0,NA,4,05:39,93.2,4.5,240000,28.6127,77.2773,14,9,918,640,1913
13-08-2017,2017,South East,149,23:50,379,18:40,13,22:35,354,21:14,115,17:59,223,21:02,0,NA,0,NA,93.2,4.5,240000,28.6127,77.2773,14,9,918,640,1233
01-10-2023,2023,South East,137,21:28,307,22:38,13,07:07,175,01:42,56,15:40,232,21:10,0,NA,0,NA,93.2,4.5,240000,28.6127,77.2773,14,9,918,640,920
05-06-2007,2007,South East,239,03:44,448,23:31,6,19:13,588,02:26,214,16:46,414,18:14,0,NA,4,22:51,93.2,4.5,240000,28.6127,77.2773,14,9,918,640,1913
17-12-2017,2017,South East,239,23:18,448,19:44,6,09:14,588,01:31,214,16:49,414,18:18,0,NA,4,20:53,93.2,4.5,240000,28.6127,77.2773,14,9,918,640,1913
23-01-2011,2011,South East,239,04:31,448,21:50,6,22:03,588,01:51,214,13:06,414,19:35,0,NA,4,21:53,93.2,4.5,240000,28.6127,77.2773,14,9,918,640,1913
04-05-2020,2020,South East,195,23:58,337,18:05,11,21:48,188,18:40,36,20:08,217,19:38,0,NA,0,NA,93.2,4.5,240000,28.6127,77.2773,14,9,918,640,984
26-03-2015,2015,South East,239,01:58,448,23:38,6,19:30,588,01:50,214,12:53,414,21:22,0,NA,4,03:19,93.2,4.5,240000,28.6127,77.2773,14,9,918,640,1913
31-07-2017,2017,South East,239,21:11,448,18:33,6,23:08,588,00:22,214,19:04,414,23:13,0,NA,4,22:14,93.2,4.5,240000,28.6127,77.2773,14,9,918,640,1913
16-05-2019,2019,South East,77,03:22,319,22:06,13,17:58,336,19:15,10,19:00,220,20:44,0,NA,0,NA,93.2,4.5,240000,28.6127,77.2773,14,9,918,640,975
26-06-2014,2014,South East,239,22:17,448,18:21,6,06:12,588,01:02,214,18:43,414,20:19,0,NA,4,21:51,93.2,4.5,240000,28.6127,77.2773,14,9,918,640,1913
06-01-2013,2013,South East,239,00:58,448,18:36,6,11:35,588,02:00,214,18:12,414,22:44,0,NA,4,02:17,93.2,4.5,240000,28.6127,77.2773,14,9,918,640,1913
01-06-2010,2010,South East,114,21:28,213,22:23,13,10:37,334,20:02,103,19:29,216,19:20,0,NA,0,NA,93.2,4.5,240000,28.6127,77.2773,14,9,918,640,993
22-12-2023,2023,South East,141,20:20,141,18:20,13,14:36,344,00:33,104,11:18,241,18:01,0,NA,0,NA,93.2,4.5,240000,28.6127,77.2773,14,9,918,640,984
28-11-2021,2021,South East,239,20:02,448,19:58,6,20:19,588,19:03,214,10:59,414,21:21,0,NA,4,02:58,93.2,4.5,240000,28.6127,77.2773,14,9,918,640,1913
05-07-2011,2011,South East,239,00:14,448,20:44,6,07:37,588,22:28,214,21:57,414,19:29,0,NA,4,23:10,93.2,4.5,240000,28.6127,77.2773,14,9,918,640,1913
02-01-2018,2018,South East,179,20:44,380,23:18,11,16:39,295,23:56,105,16:53,212,23:00,0,NA,0,NA,93.2,4.5,240000,28.6127,77.2773,14,9,918,640,1182
02-11-2017,2017,South East,118,22:10,396,21:13,12,11:45,166,18:20,86,12:14,218,23:59,0,NA,0,NA,93.2,4.5,240000,28.6127,77.2773,14,9,918,640,996
15-03-2008,2008,South East,182,22:42,337,20:15,11,12:38,134,19:21,68,16:03,246,19:11,0,NA,0,NA,93.2,4.5,240000,28.6127,77.2773,14,9,918,640,978
09-01-2007,2007,South East,239,05:27,448,20:26,6,11:02,588,20:06,214,09:43,414,19:12,0,NA,4,23:05,93.2,4.5,240000,28.6127,77.2773,14,9,918,640,1913
12-12-2014,2014,South East,239,20:58,448,23:50,6,20:06,588,00:34,214,10:21,414,20:17,0,NA,4,22:53,93.2,4.5,240000,28.6127,77.2773,14,9,918,640,1913
07-05-2008,2008,South East,239,22:06,448,23:27,6,11:10,588,02:37,214,11:29,414,20:28,0,NA,4,02:27,93.2,4.5,240000,28.6127,77.2773,14,9,918,640,1913
24-07-2009,2009,South East,239,00:08,448,20:08,6,21:58,588,22:25,214,18:48,414,20:08,0,NA,4,03:20,93.2,4.5,240000,28.6127,77.2773,14,9,918,640,1913
10-11-2013,2013,South East,168,02:37,132,22:36,11,16:34,194,00:16,30,10:49,226,19:24,0,NA,0,NA,93.2,4.5,240000,28.6127,77.2773,14,9,918,640,761
16-09-2018,2018,South East,180,05:45,185,20:29,11,21:56,133,22:13,54,19:19,244,21:28,0,NA,0,NA,93.2,4.5,240000,28.6127,77.2773,14,9,918,640,807
14-03-2021,2021,South East,239,03:07,448,20:37,6,12:41,588,19:34,214,19:33,414,22:24,0,NA,4,03:19,93.2,4.5,240000,28.6127,77.2773,14,9,918,640,1913
22-12-2010,2010,South East,183,20:38,214,23:19,13,23:05,336,01:12,122,15:11,213,23:51,0,NA,0,NA,93.2,4.5,240000,28.6127,77.2773,14,9,918,640,1081
09-01-2005,2005,South East,239,02:34,448,18:20,6,10:14,588,00:06,214,21:24,414,19:23,0,NA,4,20:40,93.2,4.5,240000,28.6127,77.2773,14,9,918,640,1913
01-05-2016,2016,South East,115,02:18,307,22:03,11,08:25,239,19:05,64,16:13,212,23:03,0,NA,0,NA,93.2,4.5,240000,28.6127,77.2773,14,9,918,640,948
30-03-2014,2014,South East,157,04:44,154,19:19,12,10:40,163,18:55,19,10:31,246,20:12,0,NA,0,NA,93.2,4.5,240000,28.6127,77.2773,14,9,918,640,751
11-08-2006,2006,South East,239,04:04,448,20:02,6,11:00,588,19:30,214,16:03,414,22:42,0,NA,4,23:15,93.2,4.5,240000,28.6127,77.2773,14,9,918,640,1913
28-08-2023,2023,South East,164,04:44,198,23:04,11,22:11,96,19:59,43,20:12,239,21:48,0,NA,0,NA,93.2,4.5,240000,28.6127,77.2773,14,9,918,640,751
20-01-2009,2009,South East,239,01:39,448,22:49,6,15:57,588,02:16,214,11:50,414,22:24,0,NA,4,04:23,93.2,4.5,240000,28.6127,77.2773,14,9,918,640,1913
16-04-2019,2019,South East,124,05:33,331,21:14,13,19:57,170,21:37,114,12:07,216,21:58,0,NA,0,NA,93.2,4.5,240000,28.6127,77.2773,14,9,918,640,968
12-06-2004,2004,South East,189,20:49,339,19:34,11,18:24,359,01:39,54,11:42,229,19:37,0,NA,0,NA,93.2,4.5,240000,28.6127,77.2773,14,9,918,640,1181
11-11-2022,2022,South East,239,23:34,448,23:08,6,12:56,588,00:57,214,21:56,414,22:13,0,NA,4,02:33,93.2,4.5,240000,28.6127,77.2773,14,9,918,640,1913
23-03-2013,2013,South East,239,00:05,448,19:59,6,19:24,588,18:06,214,09:36,414,19:16,0,NA,4,20:38,93.2,4.5,240000,28.6127,77.2773,14,9,918,640,1913
24-05-2019,2019,South East,108,02:22,281,18:45,12,07:32,316,23:26,89,15:40,240,19:12,0,NA,0,NA,93.2,4.5,240000,28.6127,77.2773,14,9,918,640,1046
05-01-2025,2025,South East,239,22:30,448,21:06,6,16:59,588,23:49,214,16:54,414,22:57,0,NA,4,22:48,93.2,4.5,240000,28.6127,77.2773,14,9,918,640,1913
31-10-2004,2004,South East,145,03:58,253,21:26,13,20:09,214,02:11,15,16:18,213,23:20,0,NA,0,NA,93.2,4.5,240000,28.6127,77.2773,14,9,918,640,853
08-04-2011,2011,South East,239,05:20,448,23:10,6,12:00,588,01:35,214,10:56,414,23:59,0,NA,4,00:41,93.2,4.5,240000,28.6127,77.2773,14,9,918,640,1913
28-05-2016,2016,South East,143,21:42,355,23:18,13,19:10,264,01:31,27,21:05,231,22:05,0,NA,0,NA,93.2,4.5,240000,28.6127,77.2773,14,9,918,640,1033
12-11-2020,2020,South East,134,03:46,392,20:41,11,13:43,163,00:35,20,13:51,227,19:42,0,NA,0,NA,93.2,4.5,240000,28.6127,77.2773,14,9,918,640,947
29-12-2004,2004,South East,67,23:23,257,20:47,13,16:21,265,20:14,55,11:26,235,18:10,0,NA,0,NA,93.2,4.5,240000,28.6127,77.2773,14,9,918,640,892
28-12-2015,2015,South East,239,23:19,448,21:40,6,07:52,588,19:19,214,17:02,414,19:02,0,NA,4,01:51,93.2,4.5,240000,28.6127,77.2773,14,9,918,640,1913
09-04-2021,2021,South East,152,03:23,253,21:37,12,11:51,122,02:03,132,10:58,231,20:58,0,NA,0,NA,93.2,4.5,240000,28.6127,77.2773,14,9,918,640,902
30-01-2017,2017,South East,239,05:17,448,23:17,6,09:08,588,00:51,214,12:31,414,20:58,0,NA,4,21:22,93.2,4.5,240000,28.6127,77.2773,14,9,918,640,1913
22-07-2015,2015,South East,239,05:21,448,21:42,6,18:51,588,01:09,214,10:16,414,23:52,0,NA,4,23:55,93.2,4.5,240000,28.6127,77.2773,14,9,918,640,1913
31-05-2008,2008,South East,198,04:36,148,22:25,11,09:13,91,22:39,66,09:52,212,18:23,0,NA,0,NA,93.2,4.5,240000,28.6127,77.2773,14,9,918,640,726
28-02-2008,2008,South East,239,20:12,448,19:30,6,20:54,588,22:40,214,17:18,414,19:04,0,NA,4,04:08,93.2,4.5,240000,28.6127,77.2773,14,9,918,640,1913
02-12-2019,2019,South East,85,00:42,230,21:31,11,16:26,104,22:03,27,19:29,225,20:46,0,NA,0,NA,93.2,4.5,240000,28.6127,77.2773,14,9,918,640,682
16-10-2020,2020,South East,239,22:22,448,18:14,6,09:51,588,02:08,214,18:59,414,21:22,0,NA,4,01:29,93.2,4.5,240000,28.6127,77.2773,14,9,918,640,1913
17-08-2018,2018,South East,210,23:44,229,22:18,12,11:17,261,21:52,47,16:45,226,21:00,0,NA,0,NA,93.2,4.5,240000,28.6127,77.2773,14,9,918,640,985
02-12-2011,2011,South East,75,22:35,320,21:27,12,22:23,247,01:12,53,11:49,235,21:05,0,NA,0,NA,93.2,4.5,240000,28.6127,77.2773,14,9,918,640,942
21-08-2006,2006,South East,81,05:16,319,22:22,12,10:57,85,20:57,6,19:02,231,18:29,0,NA,0,NA,93.2,4.5,240000,28.6127,77.2773,14,9,918,640,734
03-05-2007,2007,South East,239,20:34,448,18:58,6,16:09,588,19:09,214,20:48,414,19:47,0,NA,4,21:49,93.2,4.5,240000,28.6127,77.2773,14,9,918,640,1913
05-07-2016,2016,South East,161,02:16,157,19:35,13,15:18,128,02:39,130,18:56,231,22:09,0,NA,0,NA,93.2,4.5,240000,28.6127,77.2773,14,9,918,640,820
19-06-2017,2017,South East,148,01:50,248,20:57,11,21:52,350,02:05,54,16:46,220,20:00,0,NA,0,NA,93.2,4.5,240000,28.6127,77.2773,14,9,918,640,1031
03-03-2006,2006,South East,172,04:36,274,22:21,13,14:23,153,02:25,60,13:02,233,18:44,0,NA,0,NA,93.2,4.5,240000,28.6127,77.2773,14,9,918,640,905
01-07-2009,2009,South East,239,01:50,448,22:29,6,17:37,588,01:48,214,10:31,414,20:22,0,NA,4,21:39,93.2,4.5,240000,28.6127,77.2773,14,9,918,640,1913
23-05-2012,2012,South East,239,20:52,448,18:20,6,17:49,588,21:39,214,10:59,414,19:51,0,NA,4,05:06,93.2,4.5,240000,28.6127,77.2773,14,9,918,640,1913
29-09-2006,2006,South East,77,23:39,309,20:05,11,17:05,254,02:41,117,16:47,236,18:23,0,NA,0,NA,93.2,4.5,240000,28.6127,77.2773,14,9,918,640,1004
21-05-2011,2011,IGI Airport,1,01:35,2,21:04,0,NA,11,01:35,6,11:25,0,NA,0,NA,0,NA,100,0,290000,28.5562,77.1,1,1,,200.66,20
19-06-2010,2010,IGI Airport,1,22:16,2,18:40,0,NA,11,02:46,6,20:54,0,NA,0,NA,0,NA,100,0,290000,28.5562,77.1,1,1,,200.66,20
23-07-2022,2022,IGI Airport,1,03:57,2,21:50,0,NA,7,00:44,0,NA,1,22:39,0,NA,0,NA,100,0,290000,28.5562,77.1,1,1,,200.66,11
14-11-2004,2004,IGI Airport,1,22:11,2,21:43,0,NA,11,19:44,6,17:37,0,NA,0,NA,0,NA,100,0,290000,28.5562,77.1,1,1,,200.66,20
06-05-2017,2017,IGI Airport,1,20:17,2,20:52,0,NA,11,20:12,6,18:56,0,NA,0,NA,0,NA,100,0,290000,28.5562,77.1,1,1,,200.66,20
15-08-2008,2008,IGI Airport,1,05:59,2,22:55,0,NA,11,23:33,6,09:31,0,NA,0,NA,0,NA,100,0,290000,28.5562,77.1,1,1,,200.66,20
22-08-2012,2012,IGI Airport,0,NA,1,19:28,0,NA,9,18:09,5,12:51,0,NA,0,NA,0,NA,100,0,290000,28.5562,77.1,1,1,,200.66,15
03-05-2024,2024,IGI Airport,1,04:04,2,21:51,0,NA,11,21:35,6,11:03,0,NA,0,NA,0,NA,100,0,290000,28.5562,77.1,1,1,,200.66,20
08-10-2009,2009,IGI Airport,1,20:30,2,21:44,0,NA,11,19:50,6,21:11,0,NA,0,NA,0,NA,100,0,290000,28.5562,77.1,1,1,,200.66,20
30-05-2011,2011,IGI Airport,1,21:10,2,18:24,0,NA,7,19:34,0,NA,1,20:07,0,NA,0,NA,100,0,290000,28.5562,77.1,1,1,,200.66,11
20-01-2007,2007,IGI Airport,1,01:39,2,18:06,0,NA,11,01:09,6,12:12,0,NA,0,NA,0,NA,100,0,290000,28.5562,77.1,1,1,,200.66,20
27-04-2005,2005,IGI Airport,1,21:35,2,20:25,0,NA,7,00:49,0,NA,1,18:17,0,NA,0,NA,100,0,290000,28.5562,77.1,1,1,,200.66,11
28-04-2017,2017,IGI Airport,1,03:46,2,21:43,0,NA,11,23:51,6,14:38,0,NA,0,NA,0,NA,100,0,290000,28.5562,77.1,1,1,,200.66,20
29-06-2024,2024,IGI Airport,0,NA,1,19:11,0,NA,9,00:09,5,17:51,0,NA,0,NA,0,NA,100,0,290000,28.5562,77.1,1,1,,200.66,15
23-11-2023,2023,IGI Airport,0,NA,1,23:23,0,NA,9,18:36,5,17:26,0,NA,0,NA,0,NA,100,0,290000,28.5562,77.1,1,1,,200.66,15
15-05-2011,2011,IGI Airport,1,05:30,2,20:20,0,NA,7,23:40,0,NA,1,22:13,0,NA,0,NA,100,0,290000,28.5562,77.1,1,1,,200.66,11
04-01-2022,2022,IGI Airport,1,22:31,2,20:00,0,NA,11,02:37,6,17:02,0,NA,0,NA,0,NA,100,0,290000,28.5562,77.1,1,1,,200.66,20
02-07-2015,2015,IGI Airport,0,NA,1,23:28,0,NA,9,19:31,5,09:04,0,NA,0,NA,0,NA,100,0,290000,28.5562,77.1,1,1,,200.66,15
10-03-2017,2017,IGI Airport,1,20:40,2,18:30,0,NA,7,01:36,0,NA,1,18:55,0,NA,0,NA,100,0,290000,28.5562,77.1,1,1,,200.66,11
10-11-2011,2011,IGI Airport,1,23:42,2,23:54,0,NA,7,20:42,0,NA,1,23:39,0,NA,0,NA,100,0,290000,28.5562,77.1,1,1,,200.66,11
18-08-2004,2004,IGI Airport,1,03:39,2,22:17,0,NA,7,22:08,0,NA,1,18:15,0,NA,0,NA,100,0,290000,28.5562,77.1,1,1,,200.66,11
22-07-2007,2007,IGI Airport,1,02:10,2,20:46,0,NA,7,01:57,0,NA,1,20:06,0,NA,0,NA,100,0,290000,28.5562,77.1,1,1,,200.66,11
12-06-2009,2009,IGI Airport,1,21:21,2,18:10,0,NA,7,22:35,0,NA,1,18:51,0,NA,0,NA,100,0,290000,28.5562,77.1,1,1,,200.66,11
29-08-2007,2007,IGI Airport,1,04:29,2,20:09,0,NA,11,02:38,6,09:49,0,NA,0,NA,0,NA,100,0,290000,28.5562,77.1,1,1,,200.66,20
15-01-2024,2024,IGI Airport,1,05:39,2,23:46,0,NA,11,02:42,6,17:27,0,NA,0,NA,0,NA,100,0,290000,28.5562,77.1,1,1,,200.66,20
05-03-2010,2010,IGI Airport,1,23:00,2,23:01,0,NA,11,02:44,6,17:52,0,NA,0,NA,0,NA,100,0,290000,28.5562,77.1,1,1,,200.66,20
12-03-2022,2022,IGI Airport,1,21:20,2,21:54,0,NA,11,21:10,6,18:33,0,NA,0,NA,0,NA,100,0,290000,28.5562,77.1,1,1,,200.66,20
11-12-2012,2012,IGI Airport,1,23:06,2,19:00,0,NA,7,01:07,0,NA,1,18:30,0,NA,0,NA,100,0,290000,28.5562,77.1,1,1,,200.66,11
14-12-2016,2016,IGI Airport,0,NA,1,22:57,0,NA,9,00:59,5,21:59,0,NA,0,NA,0,NA,100,0,290000,28.5562,77.1,1,1,,200.66,15
24-04-2016,2016,IGI Airport,0,NA,1,21:21,0,NA,9,00:51,5,11:40,0,NA,0,NA,0,NA,100,0,290000,28.5562,77.1,1,1,,200.66,15
25-05-2018,2018,IGI Airport,1,05:46,2,23:09,0,NA,7,01:16,0,NA,1,20:00,0,NA,0,NA,100,0,290000,28.5562,77.1,1,1,,200.66,11
26-09-2013,2013,IGI Airport,1,01:51,2,18:38,0,NA,11,23:52,6,14:02,0,NA,0,NA,0,NA,100,0,290000,28.5562,77.1,1,1,,200.66,20
02-10-2012,2012,IGI Airport,1,23:28,2,19:16,0,NA,7,01:24,0,NA,1,18:00,0,NA,0,NA,100,0,290000,28.5562,77.1,1,1,,200.66,11
07-03-2017,2017,IGI Airport,1,22:01,2,18:02,0,NA,7,18:47,0,NA,1,21:03,0,NA,0,NA,100,0,290000,28.5562,77.1,1,1,,200.66,11
13-09-2007,2007,IGI Airport,0,NA,1,21:03,0,NA,9,18:49,5,20:53,0,NA,0,NA,0,NA,100,0,290000,28.5562,77.1,1,1,,200.66,15
31-08-2020,2020,IGI Airport,1,00:15,2,20:13,0,NA,7,02:19,0,NA,1,23:13,0,NA,0,NA,100,0,290000,28.5562,77.1,1,1,,200.66,11
21-09-2021,2021,IGI Airport,1,04:21,2,23:44,0,NA,11,18:47,6,10:25,0,NA,0,NA,0,NA,100,0,290000,28.5562,77.1,1,1,,200.66,20
22-06-2021,2021,IGI Airport,1,20:37,2,19:48,0,NA,7,21:44,0,NA,1,20:45,0,NA,0,NA,100,0,290000,28.5562,77.1,1,1,,200.66,11
09-03-2012,2012,IGI Airport,1,03:21,2,19:06,0,NA,11,01:21,6,21:27,0,NA,0,NA,0,NA,100,0,290000,28.5562,77.1,1,1,,200.66,20
19-11-2023,2023,IGI Airport,1,01:54,2,23:19,0,NA,11,20:25,6,10:23,0,NA,0,NA,0,NA,100,0,290000,28.5562,77.1,1,1,,200.66,20
28-10-2007,2007,IGI Airport,1,01:45,2,21:24,0,NA,7,22:59,0,NA,1,18:00,0,NA,0,NA,100,0,290000,28.5562,77.1,1,1,,200.66,11
18-07-2017,2017,IGI Airport,1,21:57,2,22:08,0,NA,7,01:03,0,NA,1,20:55,0,NA,0,NA,100,0,290000,28.5562,77.1,1,1,,200.66,11
09-09-2007,2007,IGI Airport,1,22:17,2,20:07,0,NA,11,20:58,6,11:11,0,NA,0,NA,0,NA,100,0,290000,28.5562,77.1,1,1,,200.66,20
20-10-2007,2007,IGI Airport,1,22:37,2,21:35,0,NA,11,02:57,6,16:14,0,NA,0,NA,0,NA,100,0,290000,28.5562,77.1,1,1,,200.66,20
21-11-2015,2015,IGI Airport,1,03:37,2,19:16,0,NA,7,21:21,0,NA,1,22:32,0,NA,0,NA,100,0,290000,28.5562,77.1,1,1,,200.66,11
28-10-2017,2017,IGI Airport,0,NA,1,23:23,0,NA,9,00:14,5,19:51,0,NA,0,NA,0,NA,100,0,290000,28.5562,77.1,1,1,,200.66,15
28-02-2016,2016,IGI Airport,1,23:45,2,21:08,0,NA,11,19:32,6,14:12,0,NA,0,NA,0,NA,100,0,290000,28.5562,77.1,1,1,,200.66,20
07-06-2013,2013,IGI Airport,1,03:38,2,21:21,0,NA,7,22:21,0,NA,1,23:15,0,NA,0,NA,100,0,290000,28.5562,77.1,1,1,,200.66,11
11-03-2022,2022,IGI Airport,1,02:15,2,18:43,0,NA,11,02:07,6,19:20,0,NA,0,NA,0,NA,100,0,290000,28.5562,77.1,1,1,,200.66,20
19-05-2024,2024,IGI Airport,1,02:32,2,18:12,0,NA,7,02:00,0,NA,1,19:00,0,NA,0,NA,100,0,290000,28.5562,77.1,1,1,,200.66,11
13-09-2023,2023,IGI Airport,1,04:11,2,19:40,0,NA,7,20:02,0,NA,1,22:46,0,NA,0,NA,100,0,290000,28.5562,77.1,1,1,,200.66,11
01-06-2020,2020,IGI Airport,1,04:35,2,21:16,0,NA,11,02:04,6,14:16,0,NA,0,NA,0,NA,100,0,290000,28.5562,77.1,1,1,,200.66,20
01-03-2016,2016,IGI Airport,1,20:06,2,19:41,0,NA,7,23:58,0,NA,1,22:22,0,NA,0,NA,100,0,290000,28.5562,77.1,1,1,,200.66,11
20-03-2013,2013,IGI Airport,1,23:53,2,22:50,0,NA,7,22:11,0,NA,1,18:08,0,NA,0,NA,100,0,290000,28.5562,77.1,1,1,,200.66,11
15-09-2017,2017,IGI Airport,1,21:20,2,21:51,0,NA,11,01:27,6,15:33,0,NA,0,NA,0,NA,100,0,290000,28.5562,77.1,1,1,,200.66,20
29-08-2005,2005,IGI Airport,0,NA,1,22:06,0,NA,9,00:04,5,21:01,0,NA,0,NA,0,NA,100,0,290000,28.5562,77.1,1,1,,200.66,15
03-10-2006,2006,IGI Airport,1,21:49,2,18:39,0,NA,7,19:46,0,NA,1,21:16,0,NA,0,NA,100,0,290000,28.5562,77.1,1,1,,200.66,11
02-06-2012,2012,IGI Airport,1,21:03,2,23:57,0,NA,7,01:25,0,NA,1,20:17,0,NA,0,NA,100,0,290000,28.5562,77.1,1,1,,200.66,11
20-03-2016,2016,IGI Airport,0,NA,1,21:42,0,NA,9,00:47,5,16:30,0,NA,0,NA,0,NA,100,0,290000,28.5562,77.1,1,1,,200.66,15
19-06-2021,2021,IGI Airport,1,00:05,2,22:41,0,NA,11,01:58,6,17:35,0,NA,0,NA,0,NA,100,0,290000,28.5562,77.1,1,1,,200.66,20
27-11-2020,2020,IGI Airport,1,05:42,2,18:42,0,NA,7,01:53,0,NA,1,19:24,0,NA,0,NA,100,0,290000,28.5562,77.1,1,1,,200.66,11
18-08-2004,2004,IGI Airport,0,NA,1,18:41,0,NA,9,19:15,5,16:50,0,NA,0,NA,0,NA,100,0,290000,28.5562,77.1,1,1,,200.66,15
31-08-2006,2006,IGI Airport,0,NA,1,18:40,0,NA,9,02:18,5,16:49,0,NA,0,NA,0,NA,100,0,290000,28.5562,77.1,1,1,,200.66,15
14-05-2020,2020,IGI Airport,1,04:21,2,22:22,0,NA,11,01:54,6,16:07,0,NA,0,NA,0,NA,100,0,290000,28.5562,77.1,1,1,,200.66,20
